prices,house_types,ownership,new,noBed,Latitude,Longitude
12.560244459250788,3,1,1,3.0,51.361512,-2.354636
13.208541073645382,2,1,2,4.0,51.39739,-2.300898
13.017002861746503,1,1,1,1.0,51.375617999999996,-2.373812
12.706847933442663,4,2,1,3.0,51.386777,-2.356528
12.560244459250788,3,1,1,4.0,51.39608,-2.345533
12.652359748158593,4,2,2,3.0,51.405390000000004,-2.3210029999999997
12.793778751631963,3,2,1,3.0,51.396088,-2.348825
12.417143615610113,1,1,1,3.0,51.359417,-2.3816509999999997
12.793859310432293,1,1,1,4.0,51.388308,-2.361398
13.142166004700508,3,1,1,3.0,51.39591,-2.354113
13.071070083016778,3,1,1,5.0,51.385228000000005,-2.3881740000000002
13.45166712454693,1,1,1,2.0,51.405153999999996,-2.398708
13.38472764187182,1,1,1,3.0,51.3855,-2.382098
12.827992316801751,1,1,1,3.0,51.39986,-2.344354
13.790192749979985,3,1,1,4.0,51.376093,-2.3772349999999998
12.611537753638338,2,1,1,3.0,51.3974,-2.342034
12.694652660348845,3,1,1,3.0,51.407568,-2.374833
13.00019574343012,3,1,1,2.0,51.393226,-2.364527
12.644327576461329,3,1,1,3.0,51.370325,-2.364287
13.4443744101797,2,1,2,3.0,51.399232,-2.347052
12.948009990259552,3,2,1,6.0,51.358681,-2.3553479999999998
12.821258284620408,3,1,1,3.0,51.396568,-2.359537
12.421184025147118,3,1,1,2.0,51.393907,-2.395807
12.793859310432293,3,1,1,3.0,51.39157,-2.352224
12.483704382128453,3,1,1,2.0,51.39986,-2.344354
11.782952602183288,4,2,1,3.0,51.388837,-2.364851
13.199324418540456,1,1,1,3.0,51.372084,-2.350524
12.889169490236618,3,2,1,3.0,51.385889,-2.361695
12.86099861326992,4,2,1,4.0,51.379096999999994,-2.349915
13.122263372403996,3,2,1,2.0,51.398524,-2.343094
13.308012724290958,3,1,1,3.0,51.365518,-2.388309
13.244581010128577,2,1,1,3.0,51.360658,-2.384375
12.959844447906553,4,2,1,3.0,51.393127,-2.369397
12.66032791780777,3,1,1,3.0,51.375896999999995,-2.3794169999999997
13.625559974005828,1,1,1,1.0,51.388049,-2.3890599999999997
12.180754837545884,3,1,1,2.0,51.363448999999996,-2.38312
13.444446876573442,3,1,2,3.0,51.389454,-2.344303
12.80765263256463,4,2,1,2.0,51.384227,-2.358104
12.323855681186558,4,2,1,3.0,51.38321,-2.349417
12.458774999085929,3,1,1,3.0,51.386303999999996,-2.346178
13.997832114758229,2,1,1,3.0,51.367641,-2.365745
13.142166004700508,4,2,1,2.0,51.374881,-2.384825
12.240474072247506,3,1,1,3.0,51.389257,-2.3480830000000004
13.158695306651719,3,1,1,2.0,51.390281,-2.363109
13.091904169919621,1,2,1,3.0,51.375413,-2.389714
12.669806661762314,3,1,1,3.0,51.35805,-2.381725
13.049792684569493,3,1,1,2.0,51.374003,-2.383798
12.496874845318198,3,1,1,3.0,51.356594,-2.375883
12.736700896592344,3,1,1,2.0,51.374003,-2.383798
13.635187003832993,2,1,1,2.0,51.391428999999995,-2.358318
12.736700896592344,3,1,1,2.0,51.376938,-2.380043
12.688498794774466,3,1,1,3.0,51.393127,-2.369397
13.132313708257497,1,1,1,1.0,51.411024,-2.3203110000000002
12.855790268162783,3,1,1,3.0,51.370758,-2.366632
13.058358047428417,3,1,1,3.0,51.371215,-2.3728279999999997
14.077874822431765,4,2,1,3.0,51.401394,-2.330034
13.122363377404328,3,2,1,3.0,51.391923,-2.3556340000000002
14.154123359084599,3,1,1,3.0,51.373028000000005,-2.385154
13.102160670086809,3,1,2,3.0,51.361289,-2.354074
12.498742259492994,1,2,1,3.0,51.384367,-2.3565240000000003
12.542544882151386,4,2,1,3.0,51.386777,-2.356528
12.594730635321957,4,2,1,3.0,51.366333000000004,-2.3213060000000003
13.800396920154226,3,1,2,3.0,51.357341999999996,-2.333609
12.994530005894443,1,1,1,3.0,51.384516999999995,-2.353463
12.154779351142624,4,2,1,2.0,51.384324,-2.397866
12.072541252905651,3,1,1,3.0,51.366487,-2.37243
13.16158409055761,4,2,2,3.0,51.385740000000006,-2.363375
13.473020249017498,3,1,1,2.0,51.360017,-2.359609
14.308681246491544,2,1,1,2.0,51.373554999999996,-2.3834779999999998
12.487485104968359,3,1,1,3.0,51.374003,-2.383798
12.419165860990882,3,1,1,3.0,51.403609,-2.3652990000000003
13.17115354157376,1,1,1,3.0,51.386339,-2.352602
13.864300722133706,3,1,1,1.0,51.387765,-2.36536
13.81049801614073,4,2,2,3.0,51.38412,-2.376782
13.353475098367715,3,2,1,3.0,51.390958000000005,-2.356518
13.790192749979985,2,1,1,3.0,51.375382,-2.398952
12.736553826954605,1,1,2,3.0,51.373796999999996,-2.404857
13.134291948269603,2,1,1,2.0,51.373796999999996,-2.404857
12.100712129872347,3,1,1,3.0,51.375636,-2.393035
12.409013489526863,1,1,1,5.0,51.373175,-2.3702
12.230765258120545,1,1,1,3.0,51.374887,-2.383029
12.759957758756611,3,1,1,6.0,51.359332,-2.348158
12.863592648446968,1,1,1,4.0,51.398765999999995,-2.3524529999999997
13.560618308335483,1,1,1,3.0,51.380357000000004,-2.403435
12.89921982609012,1,1,1,3.0,51.362795,-2.347954
12.86099861326992,1,1,1,3.0,51.374218,-2.375812
13.208541073645382,3,1,1,3.0,51.38412,-2.376782
12.821258284620408,4,2,1,3.0,51.36608,-2.392379
12.804909146618877,4,2,1,3.0,51.38412,-2.376782
12.524526376648708,4,2,1,3.0,51.3639,-2.377221
12.736700896592344,4,2,2,2.0,51.363683,-2.388451
12.751299696013497,4,2,1,3.0,51.402974,-2.33719
12.669806661762314,1,1,1,4.0,51.361336,-2.356386
12.70076888736628,4,2,2,2.0,51.386205,-2.380925
13.017002861746503,3,1,1,4.0,51.407568,-2.374833
12.356645504009547,3,1,1,3.0,51.389454,-2.344303
12.468436909997665,3,1,1,3.0,51.383972,-2.365014
12.542544882151386,3,1,1,1.0,51.367641,-2.365745
13.142166004700508,1,1,2,3.0,51.403613,-2.402533
12.793859310432293,4,2,2,3.0,51.38412,-2.376782
12.644327576461329,3,1,1,3.0,51.398144,-2.294219
13.37700559577791,1,1,1,3.0,51.385558,-2.3962369999999997
12.449018824140563,1,1,1,3.0,51.38412,-2.376782
13.172105469299144,4,2,2,3.0,51.385377000000005,-2.3839069999999998
12.886641043883259,3,1,1,3.0,51.386881,-2.399426
12.641096555879882,4,2,2,3.0,51.361336,-2.356386
12.515393893085436,3,1,1,3.0,51.38412,-2.376782
12.834681304952548,1,1,1,3.0,51.361483,-2.355511
12.691580461311874,3,1,2,3.0,51.369906,-2.391061
13.270783382522602,4,2,2,2.0,51.391096999999995,-2.380721
12.983101310070822,4,2,1,4.0,51.362148,-2.382219
12.66349749256905,4,2,1,3.0,51.383388000000004,-2.376289
12.644327576461329,1,1,1,4.0,51.362148,-2.382219
13.151922179645874,1,1,1,3.0,51.385677,-2.393696
13.16158409055761,1,1,1,3.0,51.38412,-2.376782
13.312983737012978,4,2,2,2.0,51.362576000000004,-2.3834720000000003
13.253391639810733,4,2,2,3.0,51.386993,-2.359117
12.245293358683455,3,1,1,4.0,51.373882,-2.353756
12.103486056755072,4,2,1,3.0,51.362576000000004,-2.3834720000000003
14.269765830241871,3,1,1,5.0,51.386544,-2.361095
12.671377753994355,3,1,1,3.0,51.393127,-2.369397
13.997832114758229,3,1,1,3.0,51.390163,-2.3576610000000002
12.487485104968359,4,2,1,3.0,51.391208,-2.398702
13.742939865129438,4,2,1,3.0,51.386578,-2.359717
13.091904169919621,1,1,2,3.0,51.386981,-2.3602090000000002
12.80765263256463,4,2,1,6.0,51.388049,-2.3890599999999997
12.721885810807203,3,1,1,2.0,51.381381,-2.376934
12.506177237980511,3,1,1,3.0,51.375935999999996,-2.352579
12.404923504275338,1,1,1,2.0,51.377309000000004,-2.390248
12.313805345333055,4,2,1,3.0,51.382905,-2.374531
12.289954129510877,3,1,1,2.0,51.405915,-2.320995
11.982929094215963,3,1,1,2.0,51.381902000000004,-2.384179
12.959844447906553,3,1,1,3.0,51.384364,-2.357602
12.409013489526863,4,2,1,3.0,51.362715,-2.350668
13.753635154246187,3,1,2,2.0,51.39591,-2.354113
13.38472764187182,4,2,2,2.0,51.359126,-2.382682
12.779873068457553,4,2,1,4.0,51.389449,-2.349967
12.89921982609012,3,1,1,3.0,51.407606,-2.374244
12.936033799212835,1,1,1,3.0,51.374725,-2.39932
12.206072645530174,3,1,1,2.0,51.363448999999996,-2.38312
13.372343582672098,1,1,1,6.0,51.391329,-2.395038
12.721885810807203,4,2,1,2.0,51.387281,-2.3622520000000002
12.706847933442663,4,2,1,3.0,51.374364,-2.391501
12.793859310432293,1,1,1,3.0,51.372887,-2.386877
12.9190224533863,3,1,1,5.0,51.397005,-2.388834
13.769466619462868,3,1,2,3.0,51.361512,-2.354636
12.644327576461329,3,2,1,5.0,51.366203999999996,-2.362215
12.751299696013497,1,1,1,3.0,51.394073999999996,-2.345863
13.217673557208654,1,1,1,3.0,51.361723,-2.353488
13.698976741708323,3,1,2,5.0,51.408328999999995,-2.3127590000000002
13.091904169919621,1,1,2,3.0,51.383393,-2.357422
13.764217263576723,2,1,1,2.0,51.373937,-2.390161
12.626426366132089,4,2,1,1.0,51.375296,-2.376194
12.676076274775909,3,1,1,2.0,51.367641,-2.365745
12.254862809699606,3,1,1,2.0,51.382376,-2.404804
12.028738630247258,3,1,1,3.0,51.376259999999995,-2.349349
11.982929094215963,3,1,1,3.0,51.387578999999995,-2.358762
14.102942599160846,2,1,1,3.0,51.394073999999996,-2.345863
13.369223455335854,4,2,1,3.0,51.397396,-2.314637
12.474189562487116,4,2,1,3.0,51.402649,-2.4004830000000004
14.077874822431765,2,1,2,2.0,51.384978000000004,-2.350623
13.997832114758229,2,1,1,2.0,51.364916,-2.390961
12.388394202324129,3,1,1,1.0,51.390716,-2.353311
12.959844447906553,1,1,1,3.0,51.407568,-2.374833
13.465953081794405,2,1,1,1.0,51.381735,-2.400099
13.521139497361697,2,1,2,3.0,51.361666,-2.34836
13.102160670086809,4,2,1,3.0,51.375636,-2.393035
12.371587084007746,3,1,1,3.0,51.396913,-2.35862
12.994530005894443,1,1,2,3.0,51.361483,-2.355511
13.815510557964274,3,1,2,3.0,51.389454,-2.344303
13.31462701419233,2,1,2,3.0,51.408471999999996,-2.3734599999999997
13.422467969854667,1,1,1,3.0,51.376225,-2.35784
13.764217263576723,4,2,1,3.0,51.382304,-2.357887
14.130321297804308,2,1,1,3.0,51.39966,-2.359978
13.049792684569493,2,2,1,6.0,51.384679,-2.3422
13.365309556014719,2,1,1,3.0,51.375382,-2.398952
14.545471711646936,2,1,1,3.0,51.400218,-2.350984
12.301382825334498,1,1,1,2.0,51.399443,-2.3424970000000003
12.367340793126296,3,1,1,2.0,51.387184999999995,-2.352264
12.180754837545884,4,2,1,3.0,51.375326,-2.3270299999999997
12.165250651009918,4,2,1,4.0,51.376958,-2.347386
12.560244459250788,4,2,1,3.0,51.385259999999995,-2.352737
12.367340793126296,4,2,1,2.0,51.38407,-2.390291
13.17115354157376,3,1,1,3.0,51.382213,-2.375388
13.710150042306449,2,1,1,4.0,51.389936,-2.33718
13.635187003832993,2,1,1,3.0,51.37899,-2.3595
12.682306824526545,4,2,1,3.0,51.37899,-2.3595
11.703545824578878,4,2,1,3.0,51.384974,-2.3488700000000002
14.133964289082808,2,1,1,3.0,51.360973,-2.343646
13.864300722133706,3,1,2,5.0,51.378141,-2.37491
13.253391639810733,3,1,1,3.0,51.366652,-2.385259
13.406037428458571,1,1,1,3.0,51.383526,-2.374234
12.515393893085436,3,1,1,3.0,51.407897999999996,-2.370192
13.680835654637672,4,2,2,3.0,51.361723,-2.353488
13.892471599100402,1,1,2,2.0,51.359682,-2.3602819999999998
13.142166004700508,4,2,1,3.0,51.381516999999995,-2.398287
13.038981768465277,4,2,1,1.0,51.39591,-2.354113
12.676076274775909,3,1,2,1.0,51.392617,-2.357752
12.323855681186558,3,1,1,3.0,51.389454,-2.344303
11.918390573078392,4,2,1,2.0,51.399326,-2.29644
13.422467969854667,3,2,1,2.0,51.379497,-2.3892889999999998
12.89921982609012,3,1,1,4.0,51.373407,-2.364843
12.821258284620408,4,2,1,2.0,51.391257,-2.3526540000000002
13.415032991367148,3,1,1,3.0,51.386589,-2.381805
12.560244459250788,3,1,1,4.0,51.359759000000004,-2.355801
12.712890247898626,3,1,1,3.0,51.394073999999996,-2.345863
13.16158409055761,1,1,1,3.0,51.401084999999995,-2.349653
12.988831984779805,1,1,1,3.0,51.405755,-2.4018759999999997
13.652991628466498,3,1,1,3.0,51.374003,-2.383798
12.694652660348845,3,1,1,3.0,51.374805,-2.333463
12.409013489526863,1,1,1,3.0,51.389879,-2.364096
13.38472764187182,3,1,1,3.0,51.393127,-2.369397
13.357435499583813,3,1,1,4.0,51.369622,-2.3816349999999997
13.51979631381523,1,1,1,4.0,51.409853999999996,-2.303783
13.226723392728571,2,1,1,3.0,51.364653999999994,-2.396632
12.924339176883084,3,1,1,4.0,51.400463,-2.301866
12.89921982609012,4,2,1,3.0,51.390562,-2.368055
12.70656607554264,4,2,1,3.0,51.368497,-2.3874720000000003
12.834681304952548,3,1,1,2.0,51.376597,-2.365472
12.591335046320818,3,1,1,2.0,51.360849,-2.361009
12.652113317797125,3,1,1,3.0,51.385814,-2.3623979999999998
12.429216196844383,3,1,1,4.0,51.369205,-2.365787
13.779883380321124,1,1,1,3.0,51.37385,-2.372677
12.904207367601158,3,2,1,5.0,51.384646000000004,-2.392969
12.363076394339839,3,1,1,3.0,51.366487,-2.37243
13.263854259084797,2,1,2,3.0,51.361723,-2.353488
12.468436909997665,4,2,1,3.0,51.403395,-2.34083
13.017002861746503,2,1,1,3.0,51.403395,-2.34083
13.219490088135052,4,2,1,2.0,51.370093,-2.37799
13.500792963786049,1,1,2,3.0,51.365269,-2.393004
12.180754837545884,4,2,1,2.0,51.393171,-2.350283
12.736700896592344,3,1,1,3.0,51.389454,-2.344303
12.388394202324129,4,2,1,4.0,51.383866999999995,-2.3492490000000004
13.028052697933088,3,2,1,4.0,51.387507,-2.35869
13.753635154246187,3,1,2,2.0,51.400126,-2.3034169999999996
13.554145793829866,3,1,1,4.0,51.393052000000004,-2.362714
13.641157170819497,3,1,1,3.0,51.389454,-2.344303
13.253391639810733,3,1,1,4.0,51.370173,-2.3725169999999998
